mass	C_12	C_13	C_14	N_14	N_15	Mg_24	Mg_25	Mg_26	Mg_27	Al_26	Al_27	Si_28	Si_29	Si_30	Si_32	S_32	S_33	S_34	Ca_40	Ar_44	K_44	Ca_44	Sc_46	Ti_46	Ca_47	Sc_47	Ti_47	Sc_48	Ti_48	Ca_49	Sc_49	Ti_49	Ca_50	Sc_50	Ti_50	12C/13C	14N/15N	d29Si	d30Si	d33S	d34S	d25Mg	26Al/27Al	d44Ca	d46Ti	d47Ti	d49Ti	d50Ti
2.26238	1.83E-08	4.57E-14	1.96E-11	6.83E-11	6.53E-12	0.101631	0.00815319	0.00298629	1.19E-07	1.49E-07	0.00535531	0.0928329	0.0225262	0.0107628	4.82E-06	0.0055912	0.000255594	0.00062161	1.12E-05	7.24E-19	1.06E-12	7.27E-06	2.35E-08	6.23E-07	9.96E-08	2.63E-07	4.48E-07	1.18E-09	1.28E-06	2.47E-15	3.60E-12	1.28E-06	0	5.61E-18	4.89E-06	433077	14	5	3	6	2	0.608	0.579	27.392	4.89	6.42	13.398	52
2.29078	1.28E-07	3.19E-14	1.29E-11	7.01E-11	4.62E-12	0.101368	0.00849592	0.00294214	7.59E-08	1.06E-07	0.00539804	0.0929033	0.0224403	0.0106642	4.55E-06	0.0056096	0.000260658	0.000612765	1.13E-05	3.94E-19	4.56E-13	7.06E-06	1.52E-08	6.27E-07	1.13E-07	2.69E-07	4.48E-07	7.24E-10	1.27E-06	2.17E-15	1.73E-12	1.29E-06	0	2.29E-18	4.87E-06	4332947	19	5	3	6	2	0.636	0.566	26.466	4.87	6.59	13.478	52
2.31156	4.63E-07	2.40E-14	8.84E-12	7.01E-11	2.97E-12	0.101206	0.00870691	0.00291473	4.73E-08	7.69E-08	0.00542564	0.0929472	0.0223873	0.0106038	4.40E-06	0.00561915	0.000263939	0.000605542	1.13E-05	2.15E-19	1.95E-13	6.93E-06	1.03E-08	6.30E-07	1.22E-07	2.73E-07	4.47E-07	4.47E-10	1.27E-06	1.90E-15	9.67E-13	1.29E-06	0	1.04E-18	4.86E-06	20920226	29	5	3	6	2	0.652	0.558	25.888	4.86	6.70	13.522	52
2.33231	3.22E-06	6.15E-14	4.14E-12	3.01E-11	2.51E-12	0.101575	0.0092316	0.00291728	6.34E-08	4.75E-07	0.00559455	0.0927326	0.022179	0.0103288	4.10E-06	0.00546187	0.0002623	0.00056604	1.14E-05	5.96E-19	9.15E-13	6.68E-06	2.27E-08	6.21E-07	1.45E-07	2.81E-07	4.36E-07	7.15E-10	1.27E-06	3.37E-15	6.18E-12	1.29E-06	0	1.05E-17	4.80E-06	56834389	15	5	3	6	2	0.689	0.542	24.675	4.88	6.85	13.524	51
2.34261	4.19E-06	8.86E-14	4.74E-12	3.68E-11	2.93E-12	0.101655	0.00929574	0.00293993	7.74E-08	6.80E-07	0.00562339	0.0927242	0.0221437	0.0102582	4.07E-06	0.00540368	0.000260055	0.000557583	1.15E-05	9.57E-19	1.45E-12	6.68E-06	2.71E-08	6.17E-07	1.46E-07	2.76E-07	4.37E-07	8.69E-10	1.28E-06	4.37E-15	8.70E-12	1.29E-06	0	1.86E-17	4.78E-06	51217513	15	5	3	6	2	0.693	0.543	24.602	4.87	6.81	13.508	51
2.36195	9.01E-06	3.93E-13	1.11E-11	9.68E-11	7.43E-12	0.102214	0.00950614	0.00304192	2.01E-07	2.28E-06	0.0057058	0.0921288	0.0219761	0.00999635	3.99E-06	0.00519625	0.000251636	0.00052933	1.16E-05	8.39E-18	1.14E-11	6.67E-06	5.56E-08	6.02E-07	1.52E-07	2.63E-07	4.36E-07	2.16E-09	1.29E-06	1.43E-14	3.05E-11	1.29E-06	0	1.90E-16	4.72E-06	24818950	16	5	3	6	2	0.705	0.554	24.350	4.92	6.67	13.388	50
2.37546	1.23E-05	6.75E-13	1.55E-11	1.33E-10	1.09E-11	0.103261	0.00964536	0.00311255	2.46E-07	2.89E-06	0.00572824	0.0910213	0.0218651	0.00982953	3.92E-06	0.00507451	0.000246429	0.000512839	1.16E-05	1.57E-17	1.50E-11	6.64E-06	5.73E-08	6.00E-07	1.50E-07	2.64E-07	4.36E-07	2.54E-09	1.29E-06	2.25E-14	3.63E-11	1.30E-06	0	3.10E-16	4.71E-06	19782350	15	5	3	6	2	0.708	0.565	24.105	4.91	6.65	13.363	50
2.38895	1.60E-05	1.02E-12	2.03E-11	1.70E-10	1.52E-11	0.104531	0.00980032	0.00320206	2.76E-07	3.26E-06	0.00575186	0.0896471	0.0217317	0.00963383	3.85E-06	0.00492939	0.000240029	0.000494094	1.17E-05	2.45E-17	1.67E-11	6.61E-06	5.58E-08	6.00E-07	1.47E-07	2.64E-07	4.36E-07	2.72E-09	1.29E-06	3.19E-14	3.83E-11	1.30E-06	0	4.01E-16	4.70E-06	16994390	13	5	3	6	2	0.711	0.579	23.849	4.89	6.61	13.335	50
2.38901	2.09E-05	1.78E-12	3.66E-11	3.06E-10	2.77E-11	0.107674	0.0102571	0.00347766	5.13E-07	5.80E-06	0.00587349	0.086905	0.0213872	0.00900118	3.58E-06	0.00442097	0.000217049	0.000429299	1.20E-05	7.67E-17	6.37E-11	6.65E-06	8.65E-08	5.76E-07	1.42E-07	2.39E-07	4.39E-07	4.41E-09	1.31E-06	5.63E-14	8.13E-11	1.30E-06	0	1.48E-15	4.63E-06	12768084	13	5	3	6	2	0.722	0.616	23.530	4.85	6.30	13.167	48
2.3984	2.35E-05	2.10E-12	4.20E-11	3.49E-10	3.24E-11	0.108594	0.0103733	0.00356442	5.71E-07	6.38E-06	0.00589421	0.0858911	0.0212703	0.00882824	3.51E-06	0.0042952	0.000211332	0.000414241	1.20E-05	9.66E-17	7.59E-11	6.65E-06	9.01E-08	5.74E-07	1.40E-07	2.35E-07	4.41E-07	4.71E-09	1.32E-06	6.53E-14	9.03E-11	1.30E-06	0	1.84E-15	4.62E-06	12112951	13	5	3	6	2	0.724	0.629	23.385	4.85	6.23	13.125	48
2.4078	3.31E-05	3.55E-12	7.28E-11	5.88E-10	5.90E-11	0.112779	0.0108785	0.00400475	9.14E-07	9.46E-06	0.00596192	0.080888	0.0206767	0.00801618	3.20E-06	0.00372998	0.000185448	0.000348862	1.24E-05	2.39E-16	1.85E-10	6.65E-06	1.11E-07	5.62E-07	1.30E-07	2.13E-07	4.51E-07	6.28E-09	1.34E-06	1.15E-13	1.48E-10	1.30E-06	0	4.69E-15	4.55E-06	10091130	12	5	3	6	2	0.731	0.699	22.739	4.82	5.96	12.910	46
2.40783	3.36E-05	3.66E-12	7.61E-11	6.14E-10	6.16E-11	0.11314	0.0109264	0.0040519	9.61E-07	9.85E-06	0.00596838	0.080481	0.020619	0.00793158	3.17E-06	0.00367454	0.000182871	0.00034221	1.24E-05	2.55E-16	2.06E-10	6.65E-06	1.14E-07	5.59E-07	1.29E-07	2.09E-07	4.53E-07	6.42E-09	1.35E-06	1.19E-13	1.57E-10	1.30E-06	0	5.17E-15	4.55E-06	9945208	12	5	3	6	2	0.732	0.707	22.679	4.81	5.92	12.885	46
2.41875	3.95E-05	4.48E-12	9.20E-11	7.24E-10	7.85E-11	0.115229	0.0111587	0.00429206	1.06E-06	1.04E-05	0.00598463	0.0773975	0.020264	0.00755718	3.01E-06	0.0034275	0.000171517	0.000316116	1.26E-05	3.28E-16	2.09E-10	6.63E-06	1.12E-07	5.70E-07	1.21E-07	2.06E-07	4.60E-07	6.54E-09	1.35E-06	1.48E-13	1.59E-10	1.30E-06	0	5.74E-15	4.53E-06	9538955	11	5	3	6	2	0.734	0.746	22.286	4.85	5.87	12.800	46
2.42967	4.61E-05	5.40E-12	1.09E-10	8.33E-10	9.97E-11	0.117547	0.0114173	0.00458908	1.12E-06	1.05E-05	0.00599488	0.0737207	0.0198282	0.00712032	2.83E-06	0.00314575	0.000158527	0.000286992	1.28E-05	3.95E-16	1.91E-10	6.60E-06	1.06E-07	5.85E-07	1.13E-07	2.03E-07	4.70E-07	6.33E-09	1.36E-06	1.81E-13	1.49E-10	1.30E-06	0	5.64E-15	4.50E-06	9248740	10	5	3	6	2	0.737	0.797	21.832	4.89	5.82	12.702	45
2.44057	5.32E-05	6.36E-12	1.26E-10	9.27E-10	1.23E-10	0.119553	0.0116431	0.00490657	1.15E-06	1.01E-05	0.00598719	0.0699886	0.0193678	0.00669695	2.67E-06	0.00288298	0.000146312	0.000260768	1.30E-05	4.44E-16	1.63E-10	6.56E-06	9.79E-08	6.03E-07	1.04E-07	2.00E-07	4.79E-07	5.94E-09	1.36E-06	2.15E-13	1.33E-10	1.29E-06	0	5.03E-15	4.48E-06	9063605	9	5	3	6	2	0.738	0.853	21.382	4.94	5.79	12.607	45
2.45147	6.55E-05	8.44E-12	1.79E-10	1.24E-09	1.87E-10	0.123165	0.0120801	0.00569841	1.51E-06	1.14E-05	0.00594827	0.0623439	0.018259	0.00572119	2.26E-06	0.00231735	0.00011966	0.000204751	1.35E-05	6.25E-16	2.17E-10	6.52E-06	1.01E-07	6.28E-07	8.78E-08	1.78E-07	5.06E-07	5.95E-09	1.39E-06	3.06E-13	1.48E-10	1.29E-06	0	6.69E-15	4.42E-06	8417522	8	6	3	6	2	0.744	0.997	20.471	5.06	5.61	12.336	43
2.45147	6.78E-05	8.94E-12	1.96E-10	1.35E-09	2.05E-10	0.124017	0.0121892	0.00591336	1.68E-06	1.22E-05	0.00593968	0.0605297	0.0179641	0.00545849	2.15E-06	0.00216961	0.000112656	0.000189951	1.36E-05	6.97E-16	2.56E-10	6.52E-06	1.07E-07	6.31E-07	8.39E-08	1.69E-07	5.15E-07	6.19E-09	1.40E-06	3.32E-13	1.63E-10	1.29E-06	0	7.85E-15	4.40E-06	8216431	8	6	3	6	2	0.745	1.036	20.259	5.09	5.54	12.255	43
2.45474	7.89E-05	1.10E-11	2.47E-10	1.68E-09	2.57E-10	0.125163	0.0123453	0.00641859	2.21E-06	1.47E-05	0.00586955	0.0560734	0.0172657	0.00495852	1.96E-06	0.00190815	9.99E-05	0.000166042	1.39E-05	9.47E-16	4.15E-10	6.49E-06	1.23E-07	6.37E-07	7.65E-08	1.56E-07	5.30E-07	7.08E-09	1.41E-06	4.07E-13	2.16E-10	1.28E-06	0	1.29E-14	4.37E-06	7752303	8	6	2	6	2	0.748	1.138	19.754	5.19	5.46	12.092	42
2.46098	8.19E-05	1.15E-11	2.55E-10	1.70E-09	2.75E-10	0.125386	0.0123855	0.00661969	2.16E-06	1.38E-05	0.00583729	0.0544223	0.0169902	0.00478266	1.89E-06	0.00181533	9.55E-05	0.000158348	1.40E-05	9.12E-16	3.58E-10	6.48E-06	1.17E-07	6.52E-07	7.33E-08	1.53E-07	5.37E-07	6.54E-09	1.41E-06	4.26E-13	1.92E-10	1.28E-06	0	1.09E-14	4.36E-06	7743114	8	6	2	6	2	0.749	1.180	19.567	5.25	5.46	12.049	42
2.46722	8.48E-05	1.19E-11	2.63E-10	1.71E-09	2.92E-10	0.125577	0.0124229	0.00682137	2.10E-06	1.29E-05	0.0058038	0.052785	0.0167145	0.00460939	1.83E-06	0.00172457	9.11E-05	0.000150856	1.41E-05	8.73E-16	3.06E-10	6.47E-06	1.11E-07	6.67E-07	7.01E-08	1.51E-07	5.44E-07	6.03E-09	1.41E-06	4.45E-13	1.68E-10	1.27E-06	0	9.10E-15	4.35E-06	7737045	7	6	2	6	2	0.750	1.222	19.384	5.31	5.47	12.007	42
2.47183	9.08E-05	1.29E-11	2.83E-10	1.79E-09	3.23E-10	0.125614	0.0124568	0.00712085	2.17E-06	1.26E-05	0.00574416	0.0503663	0.0163054	0.00437336	1.74E-06	0.00160556	8.52E-05	0.000141205	1.43E-05	9.10E-16	2.87E-10	6.44E-06	1.09E-07	6.83E-07	6.60E-08	1.49E-07	5.52E-07	5.84E-09	1.41E-06	4.81E-13	1.61E-10	1.27E-06	0	8.70E-15	4.33E-06	7634822	7	6	2	6	2	0.752	1.289	19.116	5.40	5.48	11.944	42
2.47644	9.70E-05	1.40E-11	3.04E-10	1.88E-09	3.58E-10	0.125563	0.0124855	0.00743878	2.24E-06	1.23E-05	0.00567904	0.0478643	0.0158725	0.00413059	1.66E-06	0.0014851	7.93E-05	0.00013151	1.44E-05	9.41E-16	2.68E-10	6.42E-06	1.07E-07	7.00E-07	6.17E-08	1.46E-07	5.61E-07	5.65E-09	1.41E-06	5.19E-13	1.54E-10	1.26E-06	0	8.29E-15	4.32E-06	7527774	7	6	2	6	2	0.754	1.362	18.842	5.50	5.49	11.880	42
2.47649	0.000110966	1.71E-11	3.91E-10	2.33E-09	4.60E-10	0.124767	0.012513	0.00822814	3.00E-06	1.42E-05	0.00551862	0.0425237	0.0148158	0.00357863	1.44E-06	0.00123277	6.65E-05	0.000110986	1.48E-05	1.16E-15	4.15E-10	6.37E-06	1.26E-07	7.21E-07	5.31E-08	1.28E-07	5.86E-07	6.13E-09	1.42E-06	6.41E-13	1.96E-10	1.25E-06	0	1.29E-14	4.28E-06	7028489	6	7	2	7	2	0.761	1.550	18.207	5.73	5.44	11.694	41
2.47992	0.000112232	1.73E-11	3.93E-10	2.31E-09	4.70E-10	0.124583	0.0125083	0.00833091	2.91E-06	1.35E-05	0.0054956	0.0418903	0.014681	0.00351499	1.42E-06	0.00120327	6.50E-05	0.0001088	1.49E-05	1.10E-15	3.77E-10	6.37E-06	1.22E-07	7.29E-07	5.20E-08	1.27E-07	5.89E-07	5.80E-09	1.42E-06	6.48E-13	1.80E-10	1.25E-06	0	1.14E-14	4.28E-06	7037616	6	7	2	7	2	0.761	1.576	18.133	5.77	5.45	11.679	41
2.49018	0.000116182	1.77E-11	3.92E-10	2.20E-09	4.98E-10	0.123914	0.0124863	0.00865118	2.58E-06	1.13E-05	0.00542158	0.0399679	0.014263	0.00332522	1.35E-06	0.00111677	6.07E-05	0.000102471	1.50E-05	9.02E-16	2.71E-10	6.35E-06	1.11E-07	7.55E-07	4.87E-08	1.24E-07	5.98E-07	4.75E-09	1.42E-06	6.66E-13	1.34E-10	1.24E-06	0	7.31E-15	4.26E-06	7093758	6	7	2	7	2	0.764	1.658	17.907	5.88	5.48	11.637	41
2.49021	0.000119632	1.85E-11	4.11E-10	2.29E-09	5.22E-10	0.123494	0.0124715	0.00880414	2.73E-06	1.16E-05	0.00538371	0.0390052	0.0140601	0.00323927	1.32E-06	0.00107947	5.87E-05	9.97E-05	1.51E-05	9.56E-16	2.84E-10	6.34E-06	1.13E-07	7.61E-07	4.73E-08	1.22E-07	6.02E-07	4.87E-09	1.42E-06	6.92E-13	1.40E-10	1.24E-06	0	7.95E-15	4.26E-06	6997421	6	7	2	7	2	0.766	1.700	17.795	5.93	5.48	11.613	41
2.49023	0.000138098	2.30E-11	5.24E-10	2.77E-09	6.63E-10	0.120774	0.012371	0.00967203	3.59E-06	1.30E-05	0.0051732	0.0340333	0.0129213	0.00278212	1.14E-06	0.000889051	4.86E-05	8.58E-05	1.55E-05	1.15E-15	3.71E-10	6.29E-06	1.27E-07	7.93E-07	4.00E-08	1.09E-07	6.25E-07	5.12E-09	1.42E-06	8.41E-13	1.61E-10	1.22E-06	0	1.11E-14	4.22E-06	6509456	5	7	2	7	2	0.777	1.943	17.185	6.25	5.51	11.476	41
2.49707	0.000139068	2.28E-11	5.06E-10	2.62E-09	6.65E-10	0.120454	0.012356	0.00976773	3.20E-06	1.14E-05	0.00515034	0.0335729	0.0128003	0.00273701	1.12E-06	0.000870093	4.77E-05	8.45E-05	1.55E-05	9.72E-16	3.08E-10	6.28E-06	1.23E-07	8.02E-07	3.92E-08	1.08E-07	6.27E-07	4.57E-09	1.42E-06	8.32E-13	1.40E-10	1.22E-06	0	8.49E-15	4.22E-06	6599051	5	7	2	7	2	0.778	1.971	17.126	6.28	5.52	11.467	41
2.50391	0.000140072	2.27E-11	4.88E-10	2.46E-09	6.65E-10	0.120134	0.0123409	0.00985987	2.84E-06	9.94E-06	0.00512802	0.0331297	0.0126837	0.00269427	1.10E-06	0.000852281	4.67E-05	8.33E-05	1.55E-05	8.14E-16	2.56E-10	6.28E-06	1.19E-07	8.10E-07	3.85E-08	1.07E-07	6.30E-07	4.07E-09	1.42E-06	8.21E-13	1.22E-10	1.22E-06	0	6.49E-15	4.21E-06	6693810	5	7	2	7	2	0.779	1.998	17.070	6.32	5.53	11.459	41
2.50392	0.000141954	2.32E-11	5.01E-10	2.51E-09	6.83E-10	0.119733	0.0123222	0.00995794	2.92E-06	1.01E-05	0.00510202	0.0326197	0.0125556	0.00264925	1.09E-06	0.000834177	4.58E-05	8.20E-05	1.56E-05	8.37E-16	2.54E-10	6.27E-06	1.18E-07	8.16E-07	3.77E-08	1.06E-07	6.32E-07	4.05E-09	1.41E-06	8.38E-13	1.20E-10	1.22E-06	0	6.53E-15	4.21E-06	6637984	5	7	2	7	2	0.780	2.028	17.007	6.36	5.53	11.450	41
2.50393	0.000143817	2.37E-11	5.14E-10	2.56E-09	7.00E-10	0.119339	0.0123038	0.0100546	3.01E-06	1.02E-05	0.00507642	0.0321158	0.0124294	0.00260477	1.07E-06	0.000816281	4.48E-05	8.08E-05	1.56E-05	8.61E-16	2.52E-10	6.26E-06	1.17E-07	8.22E-07	3.70E-08	1.05E-07	6.34E-07	4.04E-09	1.41E-06	8.55E-13	1.18E-10	1.22E-06	0	6.58E-15	4.21E-06	6583553	5	7	2	7	2	0.782	2.058	16.945	6.40	5.54	11.440	41
2.50396	0.000146806	2.44E-11	5.34E-10	2.64E-09	7.27E-10	0.118756	0.012277	0.0101922	3.14E-06	1.03E-05	0.00503976	0.031389	0.0122492	0.00254218	1.04E-06	0.000791299	4.35E-05	7.91E-05	1.57E-05	9.00E-16	2.53E-10	6.26E-06	1.17E-07	8.29E-07	3.59E-08	1.04E-07	6.37E-07	4.10E-09	1.41E-06	8.81E-13	1.20E-10	1.21E-06	0	6.89E-15	4.20E-06	6505069	5	7	2	7	2	0.784	2.101	16.857	6.45	5.56	11.426	41
2.50412	0.000167361	2.99E-11	6.65E-10	3.10E-09	8.96E-10	0.114807	0.0121071	0.0110084	3.99E-06	1.12E-05	0.00483355	0.0274687	0.0111826	0.00220443	9.01E-07	0.000665328	3.65E-05	7.05E-05	1.61E-05	1.02E-15	3.17E-10	6.20E-06	1.32E-07	8.59E-07	3.06E-08	9.25E-08	6.56E-07	4.17E-09	1.40E-06	1.04E-12	1.33E-10	1.20E-06	0	9.02E-15	4.17E-06	6057241	5	8	2	7	2	0.800	2.366	16.334	6.79	5.60	11.337	40
2.50444	0.000167383	2.99E-11	6.65E-10	3.10E-09	8.96E-10	0.114805	0.012107	0.0110088	3.99E-06	1.12E-05	0.00483344	0.0274669	0.0111821	0.00220427	9.01E-07	0.000665267	3.65E-05	7.05E-05	1.61E-05	1.02E-15	3.17E-10	6.20E-06	1.32E-07	8.59E-07	3.06E-08	9.25E-08	6.56E-07	4.17E-09	1.40E-06	1.04E-12	1.33E-10	1.20E-06	0	9.02E-15	4.17E-06	6056904	5	8	2	7	2	0.800	2.366	16.333	6.79	5.60	11.337	40
2.51761	0.000170042	2.97E-11	6.21E-10	2.76E-09	9.01E-10	0.113816	0.0120594	0.0112167	3.15E-06	8.55E-06	0.00478072	0.0266067	0.0109172	0.00212499	8.68E-07	0.000635513	3.49E-05	6.85E-05	1.61E-05	7.11E-16	2.17E-10	6.19E-06	1.23E-07	8.77E-07	2.93E-08	9.03E-08	6.61E-07	3.30E-09	1.40E-06	1.01E-12	1.00E-10	1.19E-06	0	5.28E-15	4.17E-06	6212135	4	8	2	7	2	0.803	2.437	16.214	6.88	5.62	11.326	41
2.51772	0.000171986	3.02E-11	6.35E-10	2.80E-09	9.20E-10	0.113332	0.0120373	0.0113067	3.22E-06	8.59E-06	0.00475712	0.0262117	0.0107991	0.00209095	8.53E-07	0.000623284	3.42E-05	6.77E-05	1.62E-05	7.17E-16	2.16E-10	6.19E-06	1.23E-07	8.82E-07	2.87E-08	8.91E-08	6.63E-07	3.27E-09	1.40E-06	1.03E-12	9.85E-11	1.19E-06	0	5.27E-15	4.16E-06	6164699	4	8	2	7	2	0.805	2.468	16.160	6.92	5.63	11.320	41
2.51783	0.000173925	3.08E-11	6.49E-10	2.84E-09	9.40E-10	0.11285	0.0120154	0.0113966	3.29E-06	8.64E-06	0.00473357	0.0258172	0.0106812	0.00205694	8.37E-07	0.000611063	3.36E-05	6.69E-05	1.62E-05	7.23E-16	2.15E-10	6.18E-06	1.22E-07	8.88E-07	2.82E-08	8.80E-08	6.65E-07	3.23E-09	1.40E-06	1.05E-12	9.66E-11	1.19E-06	0	5.25E-15	4.16E-06	6117710	4	8	2	7	2	0.807	2.500	16.105	6.96	5.63	11.313	41
2.51804	0.000176786	3.16E-11	6.69E-10	2.89E-09	9.69E-10	0.112181	0.0119854	0.011518	3.39E-06	8.69E-06	0.00470194	0.0252835	0.0105217	0.00201158	8.17E-07	0.000594943	3.27E-05	6.58E-05	1.63E-05	7.32E-16	2.16E-10	6.17E-06	1.22E-07	8.94E-07	2.74E-08	8.64E-08	6.67E-07	3.21E-09	1.40E-06	1.07E-12	9.64E-11	1.19E-06	0	5.34E-15	4.16E-06	6054877	4	8	2	7	2	0.810	2.544	16.032	7.01	5.64	11.304	41
2.51847	0.000179797	3.25E-11	6.86E-10	2.94E-09	9.95E-10	0.111536	0.0119574	0.011629	3.47E-06	8.70E-06	0.0046735	0.0248003	0.0103751	0.00197132	7.99E-07	0.000580954	3.19E-05	6.49E-05	1.63E-05	7.34E-16	2.18E-10	6.17E-06	1.24E-07	8.98E-07	2.68E-08	8.50E-08	6.70E-07	3.20E-09	1.40E-06	1.10E-12	9.69E-11	1.18E-06	0	5.44E-15	4.15E-06	6001173	4	8	2	7	2	0.813	2.584	15.963	7.06	5.65	11.296	41
2.51933	0.000205033	4.00E-11	8.36E-10	3.25E-09	1.22E-09	0.105889	0.0117149	0.0125082	3.94E-06	8.45E-06	0.00444681	0.0211726	0.00919766	0.00167406	6.62E-07	0.000482153	2.62E-05	5.84E-05	1.67E-05	6.94E-16	2.17E-10	6.11E-06	1.31E-07	9.39E-07	2.20E-08	7.39E-08	6.86E-07	2.83E-09	1.38E-06	1.29E-12	8.96E-11	1.17E-06	0	5.82E-15	4.12E-06	5548400	4	8	2	7	3	0.839	2.920	15.429	7.48	5.72	11.250	41
2.5219	0.00020516	3.98E-11	8.27E-10	3.22E-09	1.22E-09	0.105847	0.011713	0.0125152	3.86E-06	8.23E-06	0.00444513	0.021148	0.00918866	0.00167194	6.61E-07	0.000481441	2.61E-05	5.83E-05	1.67E-05	6.76E-16	2.10E-10	6.11E-06	1.31E-07	9.40E-07	2.20E-08	7.38E-08	6.86E-07	2.80E-09	1.38E-06	1.28E-12	8.88E-11	1.17E-06	0	5.46E-15	4.12E-06	5587666	4	8	2	7	3	0.839	2.923	15.426	7.48	5.72	11.250	41
2.53131	0.00020554	3.88E-11	8.00E-10	3.13E-09	1.21E-09	0.105716	0.0117073	0.0125365	3.60E-06	7.49E-06	0.00444004	0.0210735	0.0091612	0.0016655	6.58E-07	0.00047928	2.60E-05	5.82E-05	1.67E-05	6.22E-16	1.89E-10	6.11E-06	1.30E-07	9.42E-07	2.19E-08	7.36E-08	6.87E-07	2.71E-09	1.38E-06	1.23E-12	8.63E-11	1.17E-06	0	4.33E-15	4.12E-06	5736051	3	8	2	7	3	0.840	2.931	15.414	7.49	5.73	11.249	41
2.53216	0.000212227	4.08E-11	8.30E-10	3.16E-09	1.27E-09	0.104177	0.0116436	0.0127458	3.60E-06	7.22E-06	0.00438582	0.0202621	0.00887151	0.0016003	6.26E-07	0.000459048	2.48E-05	5.69E-05	1.68E-05	5.86E-16	1.80E-10	6.09E-06	1.30E-07	9.53E-07	2.09E-08	7.09E-08	6.90E-07	2.57E-09	1.38E-06	1.27E-12	8.21E-11	1.16E-06	0	4.21E-15	4.12E-06	5634988	3	8	2	7	3	0.848	3.017	15.285	7.60	5.75	11.245	41
2.53302	0.000218912	4.28E-11	8.59E-10	3.18E-09	1.33E-09	0.102638	0.0115798	0.0129552	3.60E-06	6.95E-06	0.0043316	0.0194507	0.00858182	0.00153509	5.95E-07	0.000438818	2.36E-05	5.56E-05	1.70E-05	5.49E-16	1.70E-10	6.08E-06	1.30E-07	9.65E-07	1.98E-08	6.82E-08	6.94E-07	2.42E-09	1.37E-06	1.32E-12	7.80E-11	1.16E-06	0	4.08E-15	4.11E-06	5535862	3	8	2	7	3	0.856	3.105	15.157	7.71	5.77	11.240	41
2.53473	0.00023055	4.65E-11	9.27E-10	3.29E-09	1.44E-09	0.100006	0.0114714	0.013307	3.74E-06	6.78E-06	0.00424037	0.0180859	0.00809247	0.00142608	5.42E-07	0.000405296	2.17E-05	5.34E-05	1.71E-05	5.19E-16	1.63E-10	6.05E-06	1.32E-07	9.84E-07	1.81E-08	6.37E-08	7.00E-07	2.23E-09	1.36E-06	1.40E-12	7.32E-11	1.15E-06	0	3.93E-15	4.10E-06	5371652	3	9	2	6	3	0.870	3.258	14.944	7.89	5.80	11.232	41
2.53815	0.000240603	4.94E-11	9.70E-10	3.33E-09	1.53E-09	0.0977505	0.0113824	0.0135772	3.72E-06	6.40E-06	0.00417022	0.0170683	0.00770156	0.00134622	5.02E-07	0.000382236	2.03E-05	5.19E-05	1.73E-05	4.73E-16	1.49E-10	6.03E-06	1.32E-07	9.99E-07	1.68E-08	6.01E-08	7.04E-07	2.05E-09	1.36E-06	1.45E-12	6.84E-11	1.14E-06	0	3.59E-15	4.09E-06	5272625	3	9	2	6	3	0.883	3.380	14.775	8.05	5.83	11.233	41
2.54156	0.000270209	5.90E-11	1.10E-09	3.49E-09	1.78E-09	0.0919153	0.0111689	0.014174	3.79E-06	5.87E-06	0.00401159	0.0148002	0.00676738	0.00117179	4.11E-07	0.000335488	1.74E-05	4.87E-05	1.76E-05	3.87E-16	1.25E-10	5.98E-06	1.31E-07	1.04E-06	1.40E-08	5.13E-08	7.13E-07	1.66E-09	1.34E-06	1.62E-12	5.88E-11	1.13E-06	0	3.25E-15	4.07E-06	4961582	3	9	2	6	3	0.921	3.667	14.368	8.43	5.89	11.250	42
2.55187	0.000270789	5.75E-11	1.07E-09	3.39E-09	1.77E-09	0.0917503	0.0111631	0.0141915	3.48E-06	5.26E-06	0.00400723	0.0147407	0.00674005	0.00116695	4.09E-07	0.000334181	1.73E-05	4.87E-05	1.76E-05	3.47E-16	1.10E-10	5.98E-06	1.30E-07	1.04E-06	1.39E-08	5.11E-08	7.13E-07	1.60E-09	1.34E-06	1.55E-12	5.68E-11	1.13E-06	0	2.51E-15	4.06E-06	5102656	3	9	2	6	3	0.923	3.676	14.356	8.44	5.89	11.251	42
2.5536	0.000282118	6.09E-11	1.10E-09	3.40E-09	1.84E-09	0.0898606	0.0111011	0.0143492	3.39E-06	5.01E-06	0.00396263	0.0141102	0.00646028	0.0011195	3.84E-07	0.000322495	1.66E-05	4.79E-05	1.77E-05	3.12E-16	1.00E-10	5.96E-06	1.28E-07	1.05E-06	1.31E-08	4.84E-08	7.15E-07	1.46E-09	1.33E-06	1.60E-12	5.34E-11	1.12E-06	0	2.36E-15	4.06E-06	5018734	3	9	2	6	3	0.937	3.759	14.233	8.56	5.91	11.263	42
2.55532	0.000293445	6.44E-11	1.13E-09	3.41E-09	1.91E-09	0.0879707	0.011039	0.0145068	3.30E-06	4.76E-06	0.00391806	0.0134799	0.00618055	0.00107206	3.58E-07	0.000310818	1.58E-05	4.70E-05	1.78E-05	2.77E-16	8.99E-11	5.95E-06	1.27E-07	1.06E-06	1.24E-08	4.57E-08	7.17E-07	1.33E-09	1.32E-06	1.65E-12	4.99E-11	1.12E-06	0	2.20E-15	4.05E-06	4936063	3	9	2	6	3	0.952	3.843	14.110	8.68	5.93	11.275	42
